content,question,answer
"U.S. Forest Service to Mark 50th Anniversary of Wilderness Act  Editor’s Note: Throughout the year, we will highlight Forest Service wilderness areas in celebration of the 50th anniversary of the signing of the Wilderness Act of . It’s pretty amazing that you can be in the busy college town of Carbondale, Ill., one minute, then roughly an hour’s ride away be at the gateway to one of our wilderness areas. This year is the golden anniversary of the Wilderness Act, signed on Sept. 3, , by President Lyndon Johnson. The act established the country’s National Wilderness Preservation System. So, on Sept. 3, , lovers of wildlands will celebrate the landmark event that made history.  Tiffany Holloway, Office of Communication, U.S. Forest Service  Posted in  Forestry  Jan 16,   3 Responses","Here is a concise question related to the content: What landmark event did President Lyndon Johnson sign on September 3, 1964, establishing the country's National Wilderness Preservation System?",The Wilderness Act.
"Organic Sound and Sensible Resources: Why Go Organic and Where to Start  Last week, the USDA Agricultural Marketing Service’s National Organic Program (NOP) announced new resources resulting from our Sound and Sensible Initiative, which is aimed at making organic certification more accessible, affordable, and attainable. Today, we are introducing guides, videos, and other tools – all produced by our partners in the organic community – that will help producers better understand the organic option and where to start.  Miles McEvoy, Deputy Administrator of the National Organic Program  Posted in  Food and Nutrition  Farming  Nov 09,   1 Response",Here is a concise question based on the content: What new resources have been made available through the USDA's National Organic Program (NOP) to make organic certification more accessible and attainable?,"The USDA's National Organic Program (NOP) has made guides, videos, and other tools available to help producers better understand the organic option and where to start."
"Barbecue-Crashing Mosquitoes Beware: New Weapons Are in the Works  Picture this: It’s evening. The summer’s heat is waning and you’re getting ready to bite into a freshly grilled hot dog, but a lurking predator is close by and about to make a meal of you—a blood meal, that is. You put down the hot dog and swat wildly at the winged attacker before it lands.  Jan Suszkiw, Public Affairs Specialist, Agricultural Research Service  Posted in  Research and Science  Sep 01,   2 Responses",Here's a concise question based on the content: What new weapons are being developed to combat mosquitoes that crash barbecues?,"The content does not explicitly mention what specific ""new weapons"" are being developed. However, it implies the development of some kind of deterrent or repellent to combat mosquitoes."
"Big Shows How to Improve Profits and Help Environment  Technology always changes the way we think and how we do things. Now, thanks to research at Michigan State University (MSU), farmers have a new tool to determine precisely where to focus their efforts… or not. The result can save them money and save the environment from excess – wasted – fertilizer.  Scott Elliott, National Institute of Food and Agriculture  Posted in  Research and Science  Technology  Apr 22,   2 Responses","Here is a concise question based on the content: How can farmers use technology to accurately apply fertilizer and reduce waste, ultimately saving money and helping the environment?","Farmers can use research-based tools to precisely determine where to apply fertilizer, reducing excess application and subsequently saving money while minimizing environmental impact."
"SNAP-Ed Connects Culture, Land, and Food  For many communities, the SNAP-Education program provides much more than basic nutrition guidance. In Kāneʻohe (in Honolulu), Hawaii, the SNAP-Ed funded Luluku Farms’ Aloha ʻĀina Agri-Cultural Restoration project uses the ʻĀina (land) to preserve traditional crops so the community can achieve self-sustainability, while providing keiki (kids) opportunities to learn about their cultural and traditional practices — as well as nutrition education. The notion of fertile land that Aloha ʻĀina symbolizes promotes community engagement, bolsters cultural preservation, and improves nutrition security by increasing community access to culturally appropriate foods.  Kat Mueller, Program Specialist, USDA Food and Nutrition Service (FNS), Western Regional Office (WRO)  Posted in  Equity  Food and Nutrition  Nutrition Security  Jun 21,   Respond to this story","What is the primary purpose of the Aloha ʻĀina Agri-Cultural Restoration project funded by SNAP-Ed in Kāneʻohe, Hawaii?",The primary purpose of the Aloha ʻĀina Agri-Cultural Restoration project is to preserve traditional crops and promote self-sustainability within the community.
"A Funny Thing Happened on the Way from the Summit: How REE is Using New Strategies to Reach Even Newer Poultry Handlers  During a walk along tree-shading sidewalks in the “burbs”; you’re accustomed to seeing games of hopscotch, bike rides, and maybe even the occasional Golden Retriever. However, one residential backyard, nearly 6 miles from downtown Atlanta, calls into question whether this is suburbia at all. There were swings, a tree house, and even patio furniture. Yet one feature certified this was not your mother’s suburban home: over a dozen chickens living comfortably in a custom made “Coop de Ville.”    The rise of “backyard poultry” is one of many agricultural phenomena tied to a growing food consciousness and increased urbanization. And while USDA’s fundamental job doesn’t change, the Department does because the challenges do.  The recent cases of Highly Pathogenic Avian Influenza (HPAI) at increasingly popular backyard chicken coops underscore this. While this concern was not clearly expressed in the Act of Congress that created the Department, the mandate was. USDA still works to “acquire and to diffuse…information” towards facilitating the protected growth of American agriculture. That service is what brought Research, Education, and Economics Undersecretary Dr. Catherine Woteki to this residence in Decatur, GA. Accompanied by Animal and Plant Health Inspection Service officials and a man known best as the “Chicken Whisperer,” Dr. Woteki toured the site and helped to shed light on current HPAI research and important biosafety measures.  Melvin Washington, Confidential Assistant, Research, Education and Economics Mission Area  Posted in  Initiatives  Animals  Plants  Apr 29,   1 Response",Here is a concise question related to the content: What recent challenge to backyard poultry farming has highlighted the need for increased biosafety measures among USDA researchers and experts?,What recent challenge to backyard poultry farming has highlighted the need for increased biosafety measures among USDA researchers and experts? Answer: Highly Pathogenic Avian Influenza (HPAI) at increasingly popular backyard chicken coops.
"Unwavering Preparation, Swift Response Key to Hurricane Food Relief  Hurricanes Harvey, Irma and Maria – each Category 4 – all made landfall in less than a month between August and September . It will be hard to ever forget these historic disasters and the toll they took on millions of American families. In recognition of the federal government’s Hurricane Disaster Preparedness Week (May 6-12), we want to assure the nation that USDA is ready to provide vital nutrition assistance to families in need when disasters strike.  Steve Hortin, Director, Office of Emergency Management, Food and Nutrition Service  Posted in  Food and Nutrition  Disaster  May 07,   1 Response",Here is a concise question based on the provided content: What is the significance of Hurricane Disaster Preparedness Week (May 6-12) in relation to USDA's readiness to provide food relief during natural disasters like hurricanes?,"The significance of Hurricane Disaster Preparedness Week (May 6-12) is that it marks a time when the USDA assures the nation of its readiness to provide vital nutrition assistance to families in need when disasters strike, such as hurricanes."
"Natural Resources Conservation Service, California in  Conservation  Dec 02,  The riparian brush rabbit is state and federally endangered, with all known populations in the northern San Joaquin Valley facing significant threat of extinction. Declines of brush rabbits have largely been attributed to loss of habitat. Photo courtesy USFWS Pacific Southwest Region. Some exciting news recently came from a large wetlands restoration project now underway in Central California. River Partners, a nonprofit conservation organization, documented the first occurrence of a state and federally endangered rabbit on its habitat preserve at Dos Rios Ranch, a key piece of riverfront habitat located at the confluence of the Tuolumne and San Joaquin rivers in Stanislaus County. Thanks to a generous loan of wildlife cameras from a professor at the University of California, Davis, River Partners’ summer interns captured images of riparian brush rabbits at Dos Rios Ranch in July in remnant riparian habitat along the Tuolumne River. Riparian brush rabbits are a critically endangered subspecies of rabbit that was thought to be extinct following catastrophic flooding in . “This rabbit was photographed over a mile away and across the river from known populations,” said Julie Rentner of River Partners. “The nearby San Joaquin River National Wildlife Refuge hosts a thriving population of reintroduced riparian brush rabbits, but there has been no proof that the rabbits were at Dos Rios Ranch since . The camera is still set up and is capturing additional images, so we’ll certainly turn up more if there are more rabbits out there.” The multi-million dollar wetlands restoration efforts on Dos Rios Ranch began in . The land was enrolled in the former Wetlands Reserve Program, or WRP, a conservation easement program offered by USDA’s Natural Resources Conservation Service, (NRCS). Easement programs offer landowners the means to restore, enhance and protect wetlands on their property through easements. The Farm Bill merged WRP with other easement programs to form a new one: the Agricultural Conservation Easements Program, (ACEP), which continues to further wetlands restoration. The project’s main objectives include restoring the riparian corridor, providing a critical link between this easement and other USDA easements, establishing self-sustaining native plant communities, and providing riparian habitat for wildlife. The property had been used for agricultural production for over a century. This project transforms it back into its former glory as a wetland. NRCS is working with the landowner, River Partners, to design and implement the project and is actively managing and monitoring the restoration process. The 1,150-acre project area contains remnant floodplain habitats that include wetlands, riparian woodlands and agricultural lands. The 1,600-acre Dos Rios Ranch property was purchased by River Partners in with funding from seven local, state and federal funding partners for use as a flood management and wildlife habitat project. “Restoration work is progressing using a phased approach,” said NRCS wildlife biologist Karl Kraft. Currently, about 500 acres are being restored. Work on 137 acres began in spring . The second phase began in fall on 384 more acres, and the third phase will begin in , Kraft said. “More than 944 acres will be retired from production and restored to riparian habitat when the work is complete,” he said. “Numerous wildlife species should benefit from the restoration, including the federally endangered riparian brush rabbit, riparian woodrat, least bell’s vireo, and threatened valley elderberry longhorn beetle,” Kraft said. Trees, such as black willow, and other native woody species are being planted in rows, much like an orchard, with planting berms and space between the rows for native grasses and forbs. Furrow irrigation between the planted rows is used to apply water to plantings in the initial growing seasons. Rabbit foraging areas of low herbaceous plants such as Spanish clover, gumplant and native grasses have been established adjacent to patches of clover near the tree plantings. Dense thickets of California wildrose and blackberry established away from trees will offer protection against hawks and other predators. Some areas of dense, low growing vegetation have been established on elevated ground, known as “bunny mounds,” to provide rabbits cover and flood protection. Kraft said that five of these bunny mounds have been constructed so far. “The riparian brush rabbit was a primary reason for protecting and restoring the ranch,” said Dean Kwasny, easement programs specialist with NRCS. “It’s encouraging to see that our conservation efforts are having tangible benefits for this focal species.”  Category/Topic:  Conservation  Tags:  ACEP  California  Conservation  endangered species  Farm Bill  Food Farm and Jobs Bill  NRCS  wetlands  Wetlands Reserve Program","Here is a concise question related to the content: What conservation effort, involving a multi-million dollar restoration project on Dos Rios Ranch in Central California, was undertaken to restore riparian habitat for endangered species such as the federally listed riparian brush rabbit and riparian woodrat?","The conservation effort undertaken was the wetlands restoration project at Dos Rios Ranch, which involved a multi-million dollar investment to restore 944 acres of riparian habitat, including planting native trees and vegetation, creating ""bunny mounds"" for flood protection and predator avoidance, and establishing rabbit foraging areas."
"Tips and Resources for a Bacteria-Free Thanksgiving  More than 46 million turkeys are eaten on Thanksgiving Day and with the never-ending list of side dishes and desserts, it is by far the largest and most stressful meal many consumers prepare all year, leaving room for mistakes that can make guests sick.  Tanya Brown, FSIS Public Affairs Specialist  Posted in  Health and Safety  Nov 16,   Respond to this story","What factors contribute to making Thanksgiving dinner the ""largest and most stressful meal"" prepared by many consumers?","According to the content, the large number of dishes (side dishes and desserts) served on Thanksgiving Day contributes to making it the ""largest and most stressful meal"" prepared by many consumers."
"Kansas Rural Development State Director in  Initiatives  Rural  Technology  Nov 02,   David Villano, assistant administrator of USDA’s Rural Utilities programs recently provided the keynote address to the Kansas Broadband Summit in Wichita.  The Summit, entitled “A Fully Connected Kansas – Mission Possible” addressed topics of telemedicine, government services, economic development, mapping and digital accessibility.  Over 180 attended including USDA Recovery Act broadband awardees Madison Telephone Co., LLC, NEX-Tech, and SC Telcom.  The purpose of the summit was to begin building a statewide sustainable broadband focus. Villano said Recovery Act Broadband funding helped provide an “essential tool in the recovery of rural America.”  As the first pillar in Secretary Vilsack’s rural development plan,  broadband investment can help create a rural economy that is “vibrant, innovative and thriving,” according to Villano. Villano outlined the broadband investment in Kansas which added “$133,000,000 in loans and grants for 10 Kansas projects.  The investment provides connectivity to 529 anchor institutions, 24,451 households and 6,814 businesses in the service areas represented by the BIP recipients. Villano further mentioned that Kansas was the first state in the nation to bring broadband connectivity to a customer through Recovery Act funding and was one of the first states to begin collection and analysis of broadband .  He indicated that much of the new construction has just recently begun and the capital investment will be significant through and .  He estimated approximately 25,000 construction jobs will be created. Villano applauded the unprecedented collaboration between the federal government, telecoms and state and local government to help unlock the “economic and entrepreneurial activity in rural America.” Villano reminded the audience that USDA Rural Development can truly “build a community from the ground up and that through the Recovery Act investment even citizens in remote rural areas will have the opportunity to participate in the new global economy.” David Villano (far right) Asst. Administrator, USDA Utilities Programs, is pictured with representatives of three Kansas Recovery Act Broadband Awardees including SC Telcom, Nex-Tech and Madison Telephone as well as the Vice Chair of the Governor’s Broadband Advisory Board.   Category/Topic:  Initiatives  Rural  Technology  Tags:  ARRA  Broadband  David Villano  Kansas  Rural Development  Rural Utilities Programs  Wichita","Here is a concise question that focuses on the key concepts: What was the outcome of the Kansas Broadband Summit, according to David Villano, and how did it align with USDA's rural development plan?","According to David Villano, the outcome of the Kansas Broadband Summit was the beginning of building a statewide sustainable broadband focus. This outcome aligned with USDA's rural development plan as it provided an ""essential tool in the recovery of rural America"" and helped create a vibrant, innovative, and thriving rural economy through broadband investment."
"Food for Progress Helps Female Farmer Forge Path to Success in Ethiopia  On a recent trip to Africa, I spent time in Ethiopia witnessing how USDA’s work there is helping the country’s agricultural sector to grow and thrive, especially for women farmers. I visited a small-scale, woman-owned dairy farm near the town of Mojo, about 50 miles south of Addis Ababa, to see how the Feed Enhancement for Ethiopian Development (FEED) project, an activity supported by USDA’s Food for Progress program, has boosted milk production through better feeding practices and farm management.  Agriculture Deputy Secretary Krysta Harden  Posted in  Trade  Sep 12,   Respond to this story","Here is a concise question related to the content: What role does the Feed Enhancement for Ethiopian Development (FEED) project play in boosting milk production on small-scale dairy farms like the one visited near Mojo, Ethiopia?",The Feed Enhancement for Ethiopian Development (FEED) project boosts milk production on small-scale dairy farms through better feeding practices and farm management.
"Intern, USDA Rural Development, Louisiana in  USDA Results  Rural  Jul 21,   Recently, about 150 people came out to show their support for the new Hampton Inn & Suites of Marksville at their grand opening in Avoyelles Parish in Louisiana. USDA Rural Development State Director Clarence W. Hawkins joined Thomas G. Christopoulos (owner) along with representatives from Cenla Chambers of Commerce; Daniel Decuir, Marksville Mayor Pro Tem; and other dignitaries to introduce the new 77 room hotel to the city. The hotel will provide an estimated 15 new jobs for area residents. “Rural Development will continue to invest in the development of our rural communities throughout the State of Louisiana,"" said State Director Hawkins. This new hotel will impact the Town of Marksville by creating jobs, furnishing accommodations for the overflow of visitors and it is the first brand name hotel to come to Marksville, Louisiana. USDA Rural Development State Director, Clarence W. Hawkins and Thomas G. Christopoulos (hotel owner) in the newly opened hotel.  A key to the city was given to Mr. Christopoulos by Mayor Decuir. The local radio station was on site as well for live radio interviews with USDA staff to promote Rural Development programs and the event. The lender for this project was Bank of Montgomery. Earlier in the week, bank President Ken Hale received on behalf of the bank, an award from USDA for Lender of the Year. USDA Rural Development funds totaling $7.5 million were used to purchase land and erect the hotel. John Broussard, USDA Rural Development Business and Cooperative Programs Director for the State of Louisiana, facilitated the process. John Broussard, USDA Business and Cooperative Programs Director for Louisiana, discusses USDA’s business programs and the hotel project in an interview with radio announcer E. John Ponthier, Avoyelles Country KAPB 97.7 FM radio. The new hotel has 53 standard rooms and 24 suites. The hotel received a 98 percent Hilton rating. This is one of the highest ratings ever given for a brand new hotel according to Mr. Christopoulos. USDA Rural Development helps rural business leaders achieve their goals every day. To find out more, click here.   Category/Topic:  USDA Results  Rural  Tags:  Business and Cooperative Programs  Clarence Hawkins  Louisiana  Marksville  Rural Development","What USDA Rural Development program or initiative was utilized to fund the construction of the new Hampton Inn & Suites in Marksville, Louisiana?",USDA Rural Development funds totaling $7.5 million were used to purchase land and erect the hotel.
"Asst. Director for Urban Forestry, U.S. Forest Service in  Forestry  Jan 23,   District of Columbia State Forester Monica Lear recently hosted U.S. Forest Service Chief Tom Tidwell and Forest Service staff in a tour of the District for the National Association of State Foresters (NASF).  The tour highlighted diverse urban and community forestry projects and partnerships in the city. At the NASF Annual Meeting in Baltimore, Chief Tidwell spoke of the significance of the nation’s 100 million acres of urban forests where 80 percent of Americans live, work and play under their canopy. Urban trees make up an important part of the framework of green canopy in metropolitan areas connected with national, public and private lands and they are important to the health of the environment we share. The tour had eight stops focusing on: Viewing US Capitol across National Mall. (Photo courtesy of DDOT) Efforts to promote large street-tree survival Incorporation of Low Impact Design (LID) practices including trees and green roofs at the D.C. Consolidated Forensic Labs to minimize stormwater runoff Rubber sidewalk installations to reduce tree root damage Recycling and using urban wood in metro Washington, D.C. Removal of impervious surfaces  to provide new tree planting areas and increase urban tree canopy Restoration of a riparian  buffer near an armored stream Innovative approaches to increasing tree canopy health and survival Recycled urban wood use at the People’s Garden at the USDA “At the Forest Service, we recognize that our responsibilities go beyond the national forests,” said Tidwell. “We have a role to play, directly or indirectly, and that includes the nation’s 100 million acres of urban forests. Our goal is a continuous network of healthy forested landscapes, from remote wilderness areas to the urban neighborhoods where most people live.” Many of the projects highlighted on the tour were supported in part by the U.S. Forest Service’s State and Private Forestry grants in partnership with the Government of the District of Columbia or other NGO partners. Brian LeCouteur, principal environmental planner with Metropolitan Washington Council of Governments, provided an overview of COG's grant project with the Wood Education Resource Center called ""The National Capital Urban Timber Recovery Project"" at lunch. This project diverts urban trees from landfills for use as lumber and woodworking in the District and Maryland. Lunch was sourced from a local farm-to-table caterer. The Urban Forestry Administration (UFA) is an administration within the District Department of Transportation.  UFA’s duties include planting, pruning, removing, and maintaining the health of the District of Columbia’s public space tree canopy, specifically street trees and other trees on District parkland and recreational properties. Learn more about the District’s Forest Action Plan.  Category/Topic:  Forestry  Tags:  Forestry  FS  urban forest","Here is a concise question related to the content: What innovative approach was discussed by Brian LeCouteur, principal environmental planner with Metropolitan Washington Council of Governments, during the tour, which aims to divert urban trees from landfills for use as lumber and woodworking in the District and Maryland?","The ""National Capital Urban Timber Recovery Project"" which diverts urban trees from landfills for use as lumber and woodworking."
"Don’t Forget Your Winter “Vegetables”  December is National Tomato and Winter Squash Month, a time to celebrate two very versatile “vegetables” that contain a wealth of flavors and nutrients. You may find this hard to believe, but at one point tomatoes (once called ""love apples"") were considered poisonous and grown solely for their ornamental value.  Today tomatoes are the most popular garden vegetable in America. While technically a fruit, they are considered a vegetable for culinary purposes and used in many dishes from countries and cultures around the world.  Tracy Sulton, AMS Public Affairs Intern  Posted in  Food and Nutrition  Dec 10,   Respond to this story",Here's a concise question that focuses on the key concepts: What is the significance of December being National Tomato and Winter Squash Month?,"December is celebrated as National Tomato and Winter Squash Month, marking a time to appreciate the versatility and nutritional value of these two ""vegetables""."
"USDA Keeps Dairy Exports Flowing to Morocco  U.S. agricultural exports continue to be a bright spot for America’s economy, worth a record $152.5 billion in fiscal year .  That’s why USDA’s Agricultural Marketing Service (AMS) and its sister agencies work so hard to keep these export markets open.  So in , when Morocco requested that USDA use a new dairy export certificate that we could not endorse, we launched into action.  Our goal was to protect an export market worth $126 million annually while preserving our close relationship with a valued trading partner. Morocco is the 13th largest export market for our dairy products, and U.S. dairy exports are the fastest growing export category to that country.  U.S. companies export many dairy commodities to Morocco, such as butter, cheese and skim milk powder, as well as dairy ingredients such as milk protein and whey protein products.  Diane Lewis, Director, Grading and Standards Division of the Agricultural Marketing Service's Dairy Program  Posted in  Trade  Dec 01,   3 Responses",Here is a concise question related to the content: What actions did USDA take to protect a $126 million annual dairy export market with Morocco while maintaining a close trading relationship?,USDA launched an action to protect the dairy export market with Morocco by protecting an existing dairy export certificate.
"Deputy Agriculture Under Secretary Outlines Job Creation Programs During a Meeting with Faith-Based Organizations  I had the privilege recently of spending time with people who are committed to improving their neighborhoods and communities.  On September 22nd, the White House hosted a symposium on promoting economic recovery and job creation through Faith-Based and Neighborhood Partnerships (FBNP).   Faith and community leaders from across the nation joined together to learn what the Federal Government is doing to support economic development by working in partnership with faith based and community organizations. The symposium began with remarks by Joshua DuBois, Executive Director of FBNP, and SBA Deputy Administrator Marie Johns.  Participants received an overview of how government agencies are working with faith-based and community organizations to support economic development and create jobs.  Deputy Under Secretary for Rural Development Doug O’Brien  Posted in  Rural  Oct 03,   Respond to this story",What role can community leaders and faith-based organizations play in supporting government job creation programs and promoting economic recovery in their neighborhoods?,"Community leaders and faith-based organizations can work with the Federal Government through partnerships like Faith-Based and Neighborhood Partnerships (FBNP) to support economic development, create jobs, and promote economic recovery in their neighborhoods."
"Posted by acampbell in  Initiatives  Oct 16,   In April , flood waters swept through Fort Kent, Maine, damaging infrastructure and preventing emergency crews from accessing several existing water and wastewater facilities. As a result of the rising flood waters, the facilities sustained damage severe enough that they no longer met health and safety codes, leaving the community vulnerable should similar events occur in the future. The Town was in need of financial assistance for upgrades. Help came in the form of American Recovery and Reinvestment Act loan and grant funds totaling $3,136,000 from USDA Rural Development, as well as funds provided by the Maine Emergency Management Agency. As a result of the investment, the Town of Fort Kent will be able to replace the damaged and inadequate facilities and equipment with new ones designed to meet current regulatory codes and standards.  The result will be infrastructure that can withstand a similar flood incident should one occur in the future. Flooding in Fort Kent, Maine Also in Maine, “Cramped” and “tiny” are two words that have been used to describe Maine Rural Water Association’s current headquarters in the Fort Andros building in Brunswick. Now the Association will have a new and spacious place to call home thanks to $500,000 in Recovery Act funds through USDA Rural Development. The building, located in Richmond, Maine, is being renovated to suit their needs. The 4,000 square foot space comes just in time for the Association to celebrate its 30 year anniversary- and this is the first time in as many years that the Association will have its very own office! The new location will include a training facility for water system operators, superintendents, and trustees, and allow for expanded services and adequate parking for its clients. The Maine Rural Water Association provides training and technical assistance to 2,200 community water systems and approximately 150 wastewater facilities across the state of Maine. An Open House is planned for spring . “This is a big step for MRWA.  We have always rented spaces and made them work for us. This space will be contoured to the needs of our membership, "" said Kirsten Hebert, Deputy Executive Director, Maine Rural Water Association.  Category/Topic:  Initiatives  Tags:  ARRA  loan  Maine  Rural Development","Here is a concise question related to the content: What specific initiative or program was implemented in Fort Kent, Maine and Richmond, Maine using Recovery Act funds through USDA Rural Development?","The specific initiative or program implemented in Fort Kent, Maine and Richmond, Maine using Recovery Act funds through USDA Rural Development was upgrading water and wastewater facilities in Fort Kent to meet health and safety codes, as well as renovating a building for the Maine Rural Water Association."
"APHIS Public Information Officer in  Animals  Plants  Dec 17,  Poster created by the Massachusetts Department of Agriculture to promote maple syrup and stop Asian longhorned beetle. Okay, yes it’s Maple Syrup Day, an unofficial holiday, but the day allows us to celebrate and recognize this often underrated commodity. So in honor of this lovely product, here are some interesting tidbits that you may not know. I use maple syrup on many things; not just pancakes, waffles and French toast, but also in recipes like soups and casseroles, to sweeten granola or oatmeal, even coffee. I’ve used it on ice cream and even snow, on salads and in salad dressings. My own step-father is known to take a shot of maple syrup every now-and-then. It is delightful on its own. Maple syrup can also be used to make maple cream, maple sugar, and maple candy. Maple syrup being poured over pancakes. Did you know that sugaring dates back to the s? By the s both Native Americans and European settlers were making syrup. It wasn’t until the Civil War when tin cans and metal spouts were introduced that the maple syrup industry was born. The University of Vermont offers more on the history of Maple syrup online, but in the northeastern region alone, maple syrup production totaled almost 3 million gallons in . According to a report by the National Agriculture Statistics Service, Vermont remained the top “Maple State” in the region and in the nation. Actually, on my way back home from spending Thanksgiving weekend in Vermont, I picked up a booklet about maple syrup created by the Vermont Maple Sugar Makers’ Association and I learned that: Maple syrup has more antioxidants than raw tomatoes, cabbage or cantaloupe; It has a lot more nutritional value than honey, brown sugar, white sugar, and corn syrup; And all the grades of maple syrup can be of equal quality; it’s just matter of taste. I prefer the very dark color syrup as this has the strongest flavor, but you can start with the lighter varieties and work your way to more robust flavors. In March the USDA introduced a new grading system, United States Standards for Grades of Maple Syrup, to make it easier for producers to market their syrup and clear up any confusion for consumers. So find which grade is right for you and enjoy! And since I work for APHIS and I am originally from Vermont, I would be remiss if I didn’t ask you to check your trees for signs of the Asian longhorned beetle because this non-native insect threatens all of our nation’s maple trees. Picture of a maple leaf from a maple tree.  Category/Topic:  Animals  Plants  Tags:  APHIS  Asian longhorned beetle  maple syrup  Maple Syrup Day  NASS  Rhonda Santos  trees  University of Vermont  Vermont","Here is a concise question related to the content: What unique health benefit does maple syrup have compared to other popular sweeteners, such as honey and corn syrup?","Maple syrup has more antioxidants than raw tomatoes, cabbage or cantaloupe."
"U.S. Forest Service National Botanist, Washington D.C. in  Forestry  Oct 09,  Amongst the falling leaves, you might discover the frost flowers of dittany (Cunila origanoides). Its former light blue flowers have come and gone, its seed cast to the wind, but from the base of their stems you may be lucky enough to see what looks like curling ribbons of ice, one last gem of their blooming glory, a frost flower. Courtesy of Kathy Phelps. Fall is a wonderful time to find an amazing array of wildflowers on your national forests and grasslands. But before you venture out, take a moment for a sneak preview on the U.S. Forest Service’s Fall web site for a few ideas to plan your visit Early morning hikers who are out and about in the hardwood forests of the south-central and eastern United States may be lucky enough to observe the second flowering of dittany (Cunila origanoides). Also known as frost flowers, they are found in late autumn on crisp, frosty mornings. Though they are not true flowers, they are just as beautiful. An herbaceous perennial wildflower, dittany is a member of the mint (Lamiaceae) family. It gives off an aromatic odor when the leaves are crushed, which explains its other common name—false oregano.  The flower is small and lavender blue.  It is found from late spring into early summer, generally in dry, mesic hardwood forests—a habitat with moderate or well-balanced moisture. For frost flowers to form, the air temperature needs to be below freezing while the soil is still warm enough to allow for the transport of sap up into the plant’s stem.  When the air temperature reaches the freezing point, the sap in the stem begins to freeze and expand. Tiny slits form in the stem, and thin ribbons of frozen sap emerge near the plant’s base. Occasionally, several slits form and multiple ribbons of frozen sap push out from the stem resembling flower petals, thus the name frost flower. Amongst the falling leaves, you might discover the frost flowers of dittany (Cunila origanoides). Its former light blue flowers have come and gone, its seed cast to the wind, but from the base of their stems you may be lucky enough to see what looks like curling ribbons of ice, one last gem of their blooming glory, a frost flower. Courtesy of Kathy Phelps. Only a few species of wildflowers have been identified as forming frost flowers.  Besides dittany, frostweed (Verbesina virginica), yellow ironweed (Verbesina alternifolia), and longbranch frostweed (Helianthemum canadense) are known to produce frost flowers under the right conditions. The right time of year for frost flowers to form is fast approaching. Now is the time to hit your favorite hiking trail and discover this wildflower.  Here’s a hint: on a day when a frost is predicted, wake up extra early, bundle up, pack a camera and go back to the spot where you found a patch of these wildflowers and see if any frost flowers have “bloomed.” But be sure to go early as these frost flowers only last until the sun begins to rise in the East and air temperatures climb above freezing. Happy trails on your frost flower search!  Category/Topic:  Forestry  Tags:  fall   Forestry  FS","Here's a concise question that focuses on the key concepts: What is the specific combination of conditions required for Helianthemum canadense (longbranch frostweed) and Verbesina alternifolia (yellow ironweed) to produce ""frost flowers""?","The specific combination of conditions required for Helianthemum canadense (longbranch frostweed), Verbesina alternifolia (yellow ironweed), and possibly other species, to produce ""frost flowers"" is: * Air temperature below freezing * Soil warm enough to allow sap transport up into the plant's stem"
