content,question,answer
"Natural Resources Conservation Service in  Conservation  Apr 17,  A Conservation Innovation Grant recipient accepts award from the U.S. Water Alliance. Photo courtesy NRCS. When USDA’s Natural Resources Conservation Service (NRCS) awarded a Conservation Innovation Grant to the Electric Power Research Institute (EPRI) in , the notion of administering the nation’s largest water quality trading program in the Ohio River Basin was a twinkle in the eye of EPRI scientist Jessica Fox. Fast forward to —the multi-state water-trading program is a reality, and the Institute was one of three entities to be awarded this year’s Water Prize by the U.S. Water Alliance. Through Conservation Innovation Grants, NRCS funds projects that develop innovative approaches and technologies for natural resource conservation on agricultural lands. These grants have funded more than 60 environmental markets projects, including a number of the nation’s leading market efforts. EPRI’s program, launched when the states of Ohio, Kentucky and Indiana signed a multi-state compact in , works with agricultural producers who voluntarily implement conservation practices that reduce nutrient runoff into local waters. Through the program’s first trades in March , three energy companies purchased these credits and retired them for associated nutrient and ecosystem benefits. On April 13, In front of a crowded auditorium at the National Geographic Society in Washington, DC, Former EPA Deputy Administrator Bob Perciasepe awarded the prize to Fox who accepted on behalf of EPRI. Perciasepe expressed admiration for EPRI’s ability to innovate and engage stakeholders from Duke Energy to the Ohio Farm Bureau, and everyone in between. In her award acceptance remarks, Fox noted that part of the project’s success is that EPRI was never satisfied with developing the nation’s largest water quality trading program, or executing the first trades. “We are always pushing and striving, looking forward to the next chapter.” The next chapter for the Institute begins on May 20 when it holds a public auction for nutrient credits in New York City. These credits were generated through the installation of cover crops, livestock fencing and other conservation practices on 30 farms last summer. Click here for a video of Fox describing the project and what it means to win the U.S. Water Prize. Find out more about NRCS Conservation Innovation Grants.  Category/Topic:  Conservation  Tags:  Bob Perciasepe  Conservation  Conservation Innovation Grants  EPA  Indiana  Kentucky  NRCS  Ohio  Washington DC  water quality","What award was given to EPRI scientist Jessica Fox by Former EPA Deputy Administrator Bob Perciasepe on April 13, in recognition of EPRI's innovative approach and stakeholder engagement?",The U.S. Water Prize was awarded to EPRI scientist Jessica Fox by Former EPA Deputy Administrator Bob Perciasepe on April 13.
"Looking Back While Preparing to Move Forward with Summer Meals  This week is National Summer Food Service Program Kickoff Week, an important time to emphasize USDA’s commitment to ensure children and teens have access to safe, nutritious meals when school lets out. Through the Summer Food Service Program, federal assistance is provided for state agencies and non-profit sponsors to help children in eligible high-need areas get the proper nutrition they need during the summer when schools are not in session. Thanks to the Healthy, Hunger Free Kids Act, students across the country are getting healthier school meals with more whole grains, fruits and vegetables, lean protein and low-fat dairy, as well as less sugar, fat, and sodium.  With more than 90 percent of schools meeting the healthy meal standards, children are getting the nutrition needed to reach their full potential. But poor nutrition during the summer months can also affect children’s academic performance during the school year.  USDA’s summer feeding programs help children get the nourishing food they need all year long so they come back to school in the fall ready to learn.  Kevin Concannon, Under Secretary for Food, Nutrition, and Consumer Services  Posted in  Food and Nutrition  Jun 04,   Respond to this story","What USDA program provides federal assistance to ensure children have access to safe, nutritious meals during summer months when schools are not in session?",The Summer Food Service Program.
"Moths Aflutter in Honor of National Moth Week  Imagine wandering through your favorite botanic garden in the early evening and catching a glimpse of the moon reflected off of something lime green that moves from flower to flower while closer to the ground the yellow glow of fireflies help illuminate the night. It’s enough to make you feel like you’re in a Shakespearean forest. But the lime green is really the wings that belong to what some consider the most beautiful insect – the Luna moth. Those who do catch a glimpse of this unique moth are lucky – as they are rarely seen due to their short life span.  Leah Anderson, Eastern Region, U.S. Forest Service  Posted in  Forestry  Jul 22,   2 Responses",What insects help illuminate the night along with moths during National Moth Week?,Fireflies.
"Thanksgiving Leftovers for Safe Keeping, Weekend Grazing  Thanksgiving Day is for family and friends. But Thanksgiving weekend is all about you and those amazing leftovers! Before you dig in, keep these tips handy so that leftovers can stay safely stored in the fridge or freezer.  Luis Delgadillo, Senior Public Affairs Specialist  Posted in  Health and Safety  Nov 23,   1 Response",Can Thanksgiving leftovers be safely stored in the fridge or freezer for future meals?,"Yes, Thanksgiving leftovers can be safely stored in the fridge or freezer for future meals."
"USDA Brings Jobs to St. Louis County, Missouri  This post is part of the Science Tuesday feature series on the U.S. Department of Agriculture (USDA) blog. Check back each week as we showcase the stories and news from the agency’s rich science and research portfolio. Yesterday, I had the pleasure of joining U.S. Agriculture Secretary Tom Vilsack, U.S. Senator Roy Blunt, U.S. Representative Lacy Clay, along with St. Louis area economic development and agriculture representatives to celebrate the establishment of a new national operations center for USDA’s National Agricultural Statistics Service (NASS) in Overland, Mo.  This facility, with the jobs and local investment it brings, has the potential for positive, long-term economic impact in our community.  Charlie A. Dooley, St. Louis County Executive  Posted in  Research and Science  Mar 29,   6 Responses","What economic development initiatives was the USDA involved in with St. Louis County, Missouri?","The USDA established a new national operations center for its National Agricultural Statistics Service (NASS) in Overland, MO, bringing jobs and local investment to the area."
"Honoring the Past With a Recipe that Looks to a Healthy Future  Cross posted from the Let's Move! blog:  Every now and then we come across a great story of people making change in their communities and so it was on the next stop in the Recipes for Healthy Kids competition. Tribal communities are focusing a lot of attention on ending the epidemic of childhood obesity in Indian Country and attention and credit is due to Monument Valley High School in Kayenta, Arizona.  Located on the Navajo Nation, they are the only school district in Indian Country to make it to the semi-finals of First Lady Michelle Obama’s Recipes for Healthy Kids competition. The team at Monument Valley is making its contribution to a healthy community by designing a nutritious recipe that will be served to their classmates and with a bit of luck, students across the country. Our judges, score cards at the ready, could not wait to take that first bite.  Aaron Lavallee, USDA Office of Communications  Posted in  Initiatives  Food and Nutrition  May 25,   1 Response","What is the contribution being made by Monument Valley High School in Kayenta, Arizona, towards creating a healthy community?","Monument Valley High School is contributing to a healthy community by designing a nutritious recipe for their classmates, with the potential of it being served across the country."
"Program Analyst, AMS National Organic Program in  Farming  Initiatives  Oct 07,  Before coming to the USDA National Organic Program (NOP), Laura Gallagher worked on farms and with community gardening organizations in the Midwest and Northeast providing training and education. Now Laura helps NOP manage the Organic Integrity Learning Center (OILC) and the Human Capital Capacity Building Initiative to help build the future of the organic workforce. The Learning Center is free, open to all, and offers courses on critical organic oversight skills. More than 5,850 people have signed up and taken one or more of the 22 full-length courses and eight microlearning courses available. The microlearning courses are new, and Laura highlighted these bite-sized courses as especially helpful for busy certifiers and inspectors, saying: “We designed microlearning for quick, on-the-go training that can cover key aspects of a topic in about 10 to 15 minutes.” Certifiers and inspectors can also use microlearning to supplement formal training, as a resource for new staff and as a refresher on NOP processes and oversight tools. Laura says, “There are more coming. Any time our accreditation managers get frequent questions on a particular part of the organic regulations or certifiers are unsure about how to follow a process, that topic is added to the microlearning agenda.” Like a lot of the NOP team, Laura has a passion for growing things and sharing the results. Outside of work, she said, “I am always looking for new ways to eat the abundant produce from my garden and local farms!” To get a free Organic Learning Center account and start increasing your knowledge, visit the OILC sign-up page, or visit the USDA Organic Training webpage to see the index of courses available.  Category/Topic:  Farming  Initiatives  Tags:  Agricultural Marketing Service  AMS  National Organic Program  Education  training  You May Also Like  USDA Process Verified Program: Transparency from Farm to Market  New Resource Toolkit Increases Consumer Understanding of the USDA Organic Label  Local Agriculture Market Program Grant Recipient Helps Small Farms and Their Community Prosper","What type of training resource did Laura Gallagher highlight as especially helpful for busy certifiers, describing it as quick, on-the-go training that covers key aspects in about 10 to 15 minutes?",Microlearning courses.
"Food Safety Marketing Helps Pave Path to Success at Produce Auction  Finding new ways to market the safety and quality of your food is the key to success in the agricultural industry. This is especially true for our small and mid-sized growers who are looking to expand to various outlets. These growers are now turning to produce auctions as a way to sell their food to a wider range of customers such as retail wholesale buyers and farmers markets outside their local communities.  In a recent trip to the Shenandoah Valley Produce Auction in Dayton, Va., I saw approximately 400 growers use this auction to share their bountiful harvest. Taking place several times a year, the largest wholesale auction in Virginia is an excellent alternative market for small growers. Prospective buyers bid intensely to procure large lots of fruits, vegetables, flowers, bedding plants, trees and shrubs, fall decor (pumpkins, mums, gourds), and compost, to name a few.  Ed Avalos, USDA Under Secretary for Marketing and Regulatory Programs  Posted in  Conservation  Nov 19,   Respond to this story",What innovative marketing strategies do small and mid-sized growers use at produce auctions to sell their bountiful harvests to a wider range of customers?,"Small and mid-sized growers use food safety marketing strategies to promote the quality and safety of their produce, ultimately increasing sales and reaching a broader customer base through produce auctions."
"USDA Programs Empower Arkansas Farmer  From the time Brittany Caskey was a toddler, she lived her life in the dirt and on tractors, learning from an early age the kind of work it takes to make things grow. In the small community of Hunter, in Woodruff County Arkansas, Caskey grew up with a dream of becoming a farmer. In , the 26-year-old’s dream came to fruition with help from USDA.  Cheryl Brooks, Farm Loan Officer, Cross County, Arkansas & Dana Rogge, Public Affairs Specialist  Posted in  Farming  Feb 06,   2 Responses","How did the USDA programs assist Brittany Caskey, an aspiring farmer from Woodruff County, Arkansas, in realizing her childhood dream?","The USDA programs provided assistance to Brittany Caskey, enabling her to fulfill her childhood dream of becoming a farmer at 26 years old."
"Peoples' Garden Workshop focuses on healthy eating  What a beautiful, sunny, not-too-hot day in D.C.! It was perfect for today's Peoples' Garden workshop, which focused broadly on the many ways you can make your garden work for you -- by planting different vegetables, and knowing how they're bets prepared. Volunteer staff presented tips on utilizing garden vegetables such as squash, greens, and peppers, and gave basic advice on preparation.  acampbell  Posted in  Initiatives  Aug 07,   Respond to this story","What are some key vegetable options that can be prepared and utilized effectively in a garden, according to Peoples' Garden Workshop?","According to the Peoples' Garden Workshop, some key vegetable options that can be effectively prepared and utilized include squash, greens, and peppers."
"Calling All Open Partners  This post is part of the Science Tuesday feature series on the USDA blog. Check back each week as we showcase stories and news from the USDA’s rich science and research portfolio. What have you opened to the world lately? In a time of increased global challenges in food and agriculture, a shared approach is essential to developing solutions for us all.  That’s why the Global Open for Agriculture and Nutrition (GODAN) remains determined to make agricultural and nutritional available, accessible, and usable for unrestricted use worldwide.  Jaime Adams, Office of the Chief Scientist  Posted in  Research and Science  Jul 22,   Respond to this story",What is the main goal of the Global Open for Agriculture and Nutrition (GODAN) initiative as mentioned on the USDA blog's Science Tuesday feature?,"The main goal of the Global Open for Agriculture and Nutrition (GODAN) initiative is to make agricultural and nutritional data available, accessible, and usable for unrestricted use worldwide."
"Are Frogs on the Edge of Survival?  A lethal fungus is killing frogs and other water-dwelling amphibians all over the world, but a team of international scientists led by U.S. Forest Service scientist Deanna Olson is working to understand why. Olson, who works at the agency’s Pacific Northwest Research Station, and her colleagues have the daunting task of tracking the disease, known as the amphibian chytrid fungus. Unlike the clearly visible white-nose syndrome killing bats in the U.S., the frog fungus cannot be seen except with a microscope. That makes scientists’ jobs that much more difficult. Since the discovery of the malady is so recent, scientists still don’t understand a great deal about the fungus except that it affects the skin and ultimately leads to cardiac arrest in amphibians.  Robert Westover, Office of Communication, U.S. Forest Service  Posted in  Forestry  Sep 18,   5 Responses",What lethal fungus is killing frogs and other water-dwelling amphibians worldwide?,The amphibian chytrid fungus.
"MyPlate Broadens its Reach  As part of Asian American and Pacific Islanders Heritage Month, the Center for Nutrition Policy and Promotion (CNPP) is pleased to announce the translation of the ChooseMyPlate 10 Tips resource and MyPlate icon from English into 18 additional languages. The Office of Minority Health, of the Department of Health and Human Services (OMH/HHS), and CNPP co-branded the translated tip sheet and are working together to promote these newly translated documents to ensure that individuals, nutrition and health professionals, and other community leaders have access to these helpful resources. “Because the nation’s Asian American and Pacific Islander population is incredibly diverse, the new MyPlate resources will be useful tools to reach an even wider audience with easy-to-understand nutrition guidance,” said Capt. Samuel Wu, Asian American, Native Hawaiian and Pacific Islander Health Policy Lead for the Office of Minority Health.  Elizabeth Rahavi, RD, Nutritionist  Posted in  Food and Nutrition  May 28,   6 Responses","What additional languages are being translated for the ChooseMyPlate 10 Tips resource and MyPlate icon, as part of promoting nutrition health among diverse communities?",The ChooseMyPlate 10 Tips resource and MyPlate icon are being translated into 18 additional languages.
"Deputy Under Secretary of Natural Resources and Environment in  Conservation  Feb 11,  USDA Deputy Undersecretary Ann Mills (ninth from left) visits with Leopold Conservation Award winners at USDA last week. USDA photo. “Water conservation begins where the first drop of rain falls…most likely on private working lands.” This is a favorite saying of Tom Vandivier, a Texas cattle rancher and recipient of the Sand County Foundation’s Leopold Conservation Award (LCA). Tom was one of more than two dozen recipients of the LCA – which recognized landowners for achievement in environmental improvement on agricultural land – in Washington, D.C. last week.  I was fortunate to meet with them here at USDA headquarters to talk about the importance of conservation and the need to spread the message that investing in conservation practices on our farm and ranch lands not only protects water, air and wildlife – it also makes economic sense. Jill Giacomini Basch is a LCA recipient who, with her father and three sisters, owns a family dairy in Marin County, Calif.  I had a chance to meet with the Giacomini family during my tour of several California farms last month. Jill explained that conservation improves the way they run their business. Partnerships with USDA’s Natural Resources Conservation Service and others have helped them protect their land and water resources, and ensure their dairy will be prosperous for the next generation. “We have very close ties with NRCS and other programs,” Jill said. “They have helped us with our water allocation -- above ground storage pond facilities and spring well drilling.  With the USDA we were able to utilize new technology to install a methane digester to help mitigate waste run off into the nearby lagoon, but also eventually the Point Reyes National Seashore.  Because of the methane digester, we generate about 65 percent of our on farm energy needs.” “Much of the work we’ve done has been through NRCS programs,” Tom added. “NRCS is very important to us.  We’re very much about conservation. The stewardship practices that we’ve accomplished on our property have enhanced water resources in the state of Texas.  I think it’s a message that needs to be spread so others can take similar stewardship practices and hopefully have the same results in their perspective states.” Jon Bednarski, LCA recipient, shared his story as well.  He started farming 12 years ago outside of Louisville, Ky.  After meeting with NRCS, he discovered he was farming a “sensitive” piece of land, upstream of Louisville’s drinking water source. Since then he has managed his operation to help protect water quality. The group discussed the need for conservation in the face of extreme weather – including the significant drought conditions in 11 western states.  As we were meeting, the U.S. Senate was in the process of voting on the Agricultural Act of . I talked about how important this legislation is to providing the tools and programs necessary for USDA to help farmers, ranchers and forestland owners manage the risk and uncertainty associated with extreme weather and climate change.  Conservation programs will be streamlined to better target limited resources to areas of highest need, while building on record conservation and stewardship efforts already underway.  I also previewed Secretary Tom Vilsack’s announcement of USDA’s new regional hubs to help agriculture and forestry mitigate the impacts of a changing climate. The group also discussed the importance of passing on to the next generation the passion for agriculture and land stewardship.  There is a new energy in America around opportunities in agriculture. The Agricultural Act of will provide our communities with additional support to attract new economic opportunity and create jobs.  We all agreed that outreach and education is crucial.  USDA will continue to work with the LCA recipients and other partners to make that happen.  To view a video about the meeting click here. Deputy Under Secretary Ann Mills (center) addresses Leopold Conservation Award Winners at the U.S. Department of Agriculture. USDA photo.  Category/Topic:  Conservation  Tags:  Agroforestry  Ann Mills  California  Climate Change  climate hub  Conservation  dairy  drought  Farm Bill  Farmers  Food Farm and Jobs Bill  Kentucky  NRCS  Ranchers  Texas  Tom Vilsack  Washington DC  Water Conservation","What are some effective ways that USDA's Natural Resources Conservation Service (NRCS) programs have helped ranchers and farmers like the Giacomini family in California and Jon Bednarski in Kentucky implement conservation practices and protect their water resources, as highlighted by Leopold Conservation Award winners?","* Protect their land and water resources * Implement conservation practices like water allocation, above-ground storage pond facilities, spring well drilling, and methane digesters to mitigate waste runoff and generate energy * Enhance water quality and protect sensitive areas like drinking water sources These programs have enabled the recipients to adopt stewardship practices that not only protect the environment but also improve their business operations and ensure a prosperous future for their farms and ranches."
"Looking Ahead to the Crop Season, What to Expect from NASS Numbers  With the growing season about to begin for major field crops such as corn and soybeans, we’d like to walk through the surveys and used during a complete season of field crop estimation. As a way to help you prepare for the releases, we’ll explain in a series of articles the sources of NASS incorporates into estimates as well as the timing and intention of the as a way to let you know what to expect and how the can be useful in your work.  Hubert Hamer, Administrator, USDA National Agricultural Statistics Service  Posted in  Research and Science  Feb 26,   Respond to this story",What sources of data does NASS (USDA's National Agricultural Statistics Service) incorporate into estimates for major field crops like corn and soybeans?,NASS incorporates surveys into its estimates for major field crops.
"How the Forest Service Restores Public Lands Now and in the Future  More than 80 million acres of national forests are at risk from insect infestations, the impacts of prolonged drought, and the too frequent devastation caused by catastrophic wildfire. And the USDA Forest Service has a responsibility to the American public to move quickly and cost-effectively to restore these damaged wildlands.  Madelyn Dillon, Ecosystem Management Coordination, USDA Forest Service  Posted in  Forestry  Aug 10,   Respond to this story","What steps is the USDA Forest Service taking to restore and manage over 80 million acres of national forests at risk from insect infestations, drought, and catastrophic wildfires?",The USDA Forest Service is moving quickly and cost-effectively to restore damaged wildlands.
"in  Food and Nutrition  Farming  Rural  Dec 07,  South Dakota State Director Elsie Meeks presents funds to South Dakota State University Extension for an online Local Foods Center while attending the South Dakota Local Foods Conference. Pictured left to right, Dr. Rhoda Burrows and Chris Zdorovtsov, SDSU Extension; and State Director Meeks. The second annual South Dakota Local Foods Conference was held recently to continue the dialogue on local foods among producers, consumers, farmer’s markets, retailers, schools and others.  The conference provided attendees from across the state two days of breakout sessions, networking, and instruction. USDA Rural Development State Director, Elsie Meeks attended the conference, taking the opportunity to award South Dakota State University (SDSU) Extension a Rural Business Opportunity Grant of $50,000.  The Rural Development funds will be used to build capacity in South Dakota’s local food system through the establishment of an online Local Foods Center which will create structured connections between local growers and resource providers. “The online Local Foods Center and Local Foods conference are examples of how USDA Rural Development is dedicated to supporting economic growth in rural areas.  It has been a USDA-wide focus to provide resources and support to American farmers and ranchers,” said Meeks.  “Supporting local and regional food systems provides an economic boost to rural communities in South Dakota.” An example of locally produced food served to attendees at the South Dakota Local Foods Conference. The first day of the conference focused on production of specialty crops with sessions on herbicide drift, marketing of food, insect pest management and winemaking. The second day of the conference began with Diana Endicott, founder and director of Good Natured Family Farms' Alliance in Kansas. Endicott gave an overview of the Alliance's collaboration model with a supermarket chain, highlighting aspects of the system, including production, processing, distribution and marketing strategies. Other topics at the Local Foods Conference included fruit and vegetable consumption; regulations facing specialty crop producers; business planning; Farm to School; social media; farmers' markets; local foods on Native American reservations; and preservation of specialty foods. Attendees enjoyed locally grown foods provided at the breaks and luncheon. “Consumers in South Dakota want to know where their food comes from. We've found that producers are excited to share their food and their story with their customers,” said Alison Kiesz of the South Dakota Department of Agriculture. “This conference was a great way to bring everyone together to promote local foods in South Dakota.” The conference was a collaborative effort of the South Dakota Department of Agriculture, SDSU Extension Service, USDA Rural Development, Dakota Rural Action, Buy Fresh Buy Local South Dakota and the South Dakota Specialty Producers Association. To learn more about how USDA programs support rural business development click here. To learn more about USDA’s “Know your Farmer, Know your Food” initiative click here.  Category/Topic:  Food and Nutrition  Farming  Rural  Tags:  Consumers  Elsie Meeks  Farm to School  Kansas  KYF2  local foods  Producers  RD  Rural Business Opportunity Grant  South Dakota  South Dakota Department of Agriculture  Specialty Crops","What is the main goal of the online Local Foods Center, which was funded by USDA Rural Development and will be established through South Dakota State University Extension?",The main goal of the online Local Foods Center is to create structured connections between local growers and resource providers in South Dakota's local food system.
"Creating the Perfect Picnic with USDA’s Help  Have you ever considered what it takes to create the perfect picnic beyond the hamburgers, hot dogs, and iced tea? Most often, we include wholesome fruit and veggies to create the perfect side items or sweet treats. Whether its fresh corn-on-the-cob or plump, juicy strawberries on the shortcake, USDA-related research helps bring it all together.  Paul M. Zankowski, Ph.D., Senior Advisor for Plant Health and Production and Plant Products, USDA Office of the Chief Scientist  Posted in  Research and Science  Jul 24,   1 Response","What role do wholesome fruits and veggies, such as fresh corn-on-the-cob or plump, juicy strawberries on shortcake, play in creating the perfect picnic?",Wholesome fruits and veggies serve as side items or sweet treats that help create the perfect picnic.
"Beginning Rancher Applies Tribal Traditions and USDA Risk Management Tools to Help Grow Her Business  Shawna Kalama is a proud member of the Confederated Tribes of Warm Springs and the Confederated Tribes and Bands of the Yakama Nation. She’s also a beginning rancher, pursuing her dream the past few years near the Cascade Mountains on the Yakama Indian Reservation in Washington State. Kalama has successfully leveraged several USDA programs to simultaneously support both her entrepreneurial education goals and her growing livestock operation. She began earning her business degree at Heritage University, and recently participated in a risk management education program, sponsored by the USDA’s Risk Management Agency (RMA). This week, the agency announced that $8.7 million in cooperative agreement funding is available for the risk management education program for fiscal year . The program introduces the agency’s risk management tools, crop and livestock insurance programs and educational partnerships to new and beginning, and traditionally underserved farmers and ranchers. The curriculum includes an overview of RMA’s Strengths, Weaknesses, Opportunities and Threats (SWOT) analysis tool, which identifies potential problems, and finds solutions and resources to help beginning farmers and ranchers manage risks. Nearly 90,000 producers participated in risk management education events in .  Ben Thiel, Director, Risk Management Agency, Spokane Regional Office  Posted in  Initiatives  Farming  May 05,   1 Response",What USDA program did Shawna Kalama participate in to enhance her entrepreneurial education and risk management skills for her beginning ranching business?,Shawna Kalama participated in a risk management education program sponsored by the USDA's Risk Management Agency (RMA).
"USDA Food Safety and Inspection Service in  Health and Safety  Nov 19,   Uh, oh! Thanksgiving is right around the corner. You bought a turkey on sale last year and froze it. You know it’s safe because you recently read that frozen turkeys are safe indefinitely and keep good quality for a year. But what you don’t know is how or when to thaw it. First of all, turkey should never be thawed on the counter or in hot water. These methods are NOT considered safe and may lead to foodborne illness. Also, never thaw a turkey in a garage, basement, car, on the kitchen counter, outdoors or on the porch. Turkey, as any perishable food, must be kept at a safe temperature during ""the big thaw."" If not, once the turkey begins to thaw and becomes warmer than 40 °F, bacteria present before freezing can begin to multiply. Even though the center of the bird may still be frozen as it thaws on the counter, the outer layer of the turkey could be in the ""Danger Zone,"" between 40 and 140 °F — temperatures where bacteria multiply rapidly. Now that you know how NOT to thaw, let’s talk about the safe ways to thaw a turkey. Refrigerator Thawing Plan ahead. A frozen turkey will require at least 24 hours for every 5 pounds of weight. After thawing in the refrigerator, a turkey should remain safe and good quality for an additional day or two before cooking. A bird thawed in the refrigerator can be refrozen without cooking, although there may be some loss of quality. Cold Water Thawing This method is faster than refrigerator thawing but requires more attention. The turkey must be kept in its original package to keep bacteria from the air or surrounding environment from being introduced and to keep the turkey from absorbing water. The turkey should be submerged in cold tap water, changing the water every 30 minutes so it continues to thaw. It should take about 30 minutes per pound to thaw. Once thawed by the cold water method, cook your turkey immediately. Check out the Turkey Thawing Chart for proper timing. Microwave Thawing After thawing turkey in a microwave oven, cook immediately because some areas of the food may become warm and begin to cook during the thawing process (bringing the food to ""Danger Zone"" temperatures). Holding partially cooked food is not recommended because any bacteria present wouldn't have been destroyed and the food may have reached optimal temperatures for bacteria to grow. Visit Let's Talk About Thawing a Turkey video to see the 3 methods for thawing turkey safely. Questions? Ask Karen, the virtual food safety representative, is available 24/7 at AskKaren.gov. Weekdays between 10 a.m. and 4 p.m. ET, the USDA Meat and Poultry Hotline is available at 1-888-MPHotline . On Thanksgiving Day, the Hotline will be open from 8:00 am to 2:00 pm Eastern Time. Happy Thanksgiving!  Category/Topic:  Health and Safety  Tags:  Ask Karen  foodborne illness  FSIS  Thanksgiving  turkey  USDA Meat and Poultry Hotline",What are the safe methods for thawing a frozen turkey?,1. Refrigerator Thawing 2. Cold Water Thawing (with specific guidelines) 3. Microwave Thawing (but only if you cook it immediately afterwards)
"Bald Eagles Making a Comeback  Listed as an endangered species in and ultimately de-listed in , the effort to recover the American Bald Eagle (Haliaeetus leucocephalus) on national forests has been a rewarding endeavor for the San Bernardino National Forest. As the district wildlife biologist for the San Jacinto Ranger District, I’ve been fortunate enough to coordinate with the Lake Hemet Municipal Water District to monitor breeding success and to provide viewing opportunities for the public. Lake Hemet, created in , is now home to a pair of beautiful bald eagles.  Anne Poopatanapong, district biologist, San Bernardino National Forest  Posted in  Forestry  Jun 06,   3 Responses",What led to the American Bald Eagle (Haliaeetus leucocephalus) being de-listed from endangered species status on national forests?,The effort to recover the American Bald Eagle.
"El Super Bowl, las Ollas de Cocción Lenta, e Inocuidad Alimentaria: Un Equipo Invencible  Por la mayoría del año, mi olla de cocción lenta se queda guardada en un anaquel en mi cocina. Pero, cuando se acerca el día del Super Bowl, la saco y empiezo a cocinar chili con carne, albóndigas u otras comidas calientes de fiesta. Lo que me más gusta de mi olla es que puede cocinar los alimentos inocuamente y a la misma vez me permite ahorrar tiempo cuando me ocupo preparándome para el gran juego. Durante esta época del año, La Línea de Carnes y Aves del USDA recibe muchas preguntas acerca de las ollas de cocción lenta. A veces escuchamos historias de errores espantosos que cometen personas cuando están preparando alimentos por cocción lenta. Para asegurar que usted y sus invitados estén fuera del riesgo de intoxicación de alimentos, aquí tienen algunas preguntas comunes con las respuestas correspondientes.  Tina Hanes, La Línea de Carnes y Aves del USDA  Posted in  Food and Nutrition  Health and Safety  Jan 29,   Respond to this story",¿Qué precauciones debe tomar para asegurar que la comida cocida en una olla de cocción lenta sea inocuamente segura para su consumo?,* Calentar la olla a 180°F (82°C) antes de agregar los alimentos * Mantener la temperatura del alimento entre 145°F y 160°F (63°C y 71°C) * No cocinar alimentos por más tiempo del recomendado * No dejar que la comida esté dentro de la olla durante demasiado tiempo después de apagarla * Verificar el estado y la textura de los alimentos antes de servirlos.
"i-Tree Project Leader, U.S. Forest Service in  Forestry  Mar 09,   My team at the U.S. Forest Service Northern Research Station recently completed a study of the District of Columbia’s urban forest using the publicly available, free iTree software suite. Understanding an urban forest's structure, function and value can promote management decisions that will improve human health and environmental quality. Urban trees clean our air, capture stormwater and provide huge energy savings. These tremendously important forests are composed of a mix of native and exotic tree species. In Washington, about 70% of the trees are from species native to North America, while 1% is native to the state or district. Species exotic to the District of Columbia make up 30 percent of the population. Most exotic tree species have an origin from Asia .  This urban forest removes an estimated 492 tons of air pollution per year with an associated value of $2.30 million, and reduces energy-related costs from residential buildings by $3.45 million annually. This study gives us a better understanding of the real value trees bring to our nation’s capital. But the benefits don’t stop there – urban trees across the U.S. are working for us every day. Key findings of our Washington, D.C., study • Number of trees: 2,584,000 • Tree cover: 28.1% • Most common species: American beech, Callery pear, Tulip tree • Percentage of trees less than 6"" diameter: 62.6% • Pollution removal: 492 tons/year ($2.30 million/year) • Carbon storage: 596,000 tons ($12.3 million) • Carbon sequestration: 19,000 tons/year ($393 thousand/year) • Building energy savings: $3.45 million / year • Avoided carbon emissions: $129 thousand / year • Structural values: $3.99 billion U.S. Forest Service Chief Tom Tidwell will unveil i-Tree v.4 tomorrow in Fairmount Park, Philadelphia. For more urban forest studies, click here.  Category/Topic:  Forestry  Tags:  DC.  Forestry  i-Tree  Tom Tidwell  urban forest  Washington",What is the estimated annual value of pollution removal and carbon sequestration by the District of Columbia's urban trees?,"The estimated annual value of pollution removal and carbon sequestration by the District of Columbia's urban trees is $2.30 million/year and $393,000/year respectively."
